nquest,cliente,loja,a2,a3,c1a,c1b,c1c,c1d,c1e,c1f,c1g,c1h,c1i,c1j,c1k,c1l,c1m,c1n,c1o,c1p,c1q,c1r,c1s,c1t,c1u,c1v,c1w,c1x,c1_glo,c2a,c2b,c2c,c2d,c2e,c2f,c2_glo
1034.0,Cafe/snack,Coimbra,Só artigos alimentares,Todos os meses,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1035.0,Cafe/snack,Coimbra,Só artigos alimentares,Todos os meses,6.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,3.0,3.0,4.0,5.0,5.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0
1036.0,Cafe/snack,Coimbra,Só artigos alimentares,Todos os meses,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0
1037.0,Cafe/snack,Coimbra,Só artigos alimentares,Todos os meses,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0
1038.0,Cafe/snack,Coimbra,Só artigos alimentares,Todos os meses,7.0,7.0,7.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1039.0,Cafe/snack,Coimbra,Só artigos alimentares,Todos os meses,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,4.0,4.0,6.0,6.0,5.0,6.0,6.0,5.0,7.0,7.0,7.0,7.0,7.0,5.0,3.0,3.0,5.0,7.0,4.0,7.0,6.0,6.0,6.0,6.0
1040.0,Cafe/snack,Coimbra,Só artigos alimentares,Todas as semanas,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,5.0,5.0,6.0,6.0,3.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1041.0,Cafe/snack,Coimbra,Só artigos alimentares,Todos os meses,6.0,6.0,6.0,5.0,4.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0
1042.0,Cafe/snack,Coimbra,Só artigos alimentares,Todas as semanas,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0
1043.0,Cafe/snack,Coimbra,Só artigos alimentares,Todos os meses,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0
1044.0,Cafe/snack,Coimbra,Só artigos alimentares,Todas as semanas,7.0,7.0,7.0,6.0,5.0,6.0,7.0,7.0,4.0,4.0,6.0,6.0,5.0,5.0,5.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,5.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0
1045.0,Cafe/snack,Coimbra,Só artigos alimentares,Todos os meses,7.0,7.0,7.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0
1046.0,Cafe/snack,Coimbra,Só artigos alimentares,Todos os meses,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,4.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0
1047.0,Cafe/snack,Coimbra,Só artigos alimentares,Todas as semanas,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,4.0,7.0,7.0,7.0,6.0,7.0,6.0,4.0,4.0,5.0,7.0,5.0,7.0,6.0,6.0,6.0,6.0
1048.0,Cafe/snack,Coimbra,Só artigos alimentares,Todas as semanas,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,6.0,4.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,
1049.0,Cafe/snack,Coimbra,Só artigos alimentares,Todas as semanas,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,5.0,2.0,6.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1050.0,Cafe/snack,Coimbra,Ambos,Todos os meses,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,3.0,3.0,6.0,6.0,5.0,5.0,5.0,6.0,4.0,6.0,6.0,6.0,4.0,3.0,2.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1051.0,Cafe/snack,Coimbra,Só artigos alimentares,Todas as semanas,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,3.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,4.0,5.0,6.0,4.0,6.0,4.0,4.0,5.0,6.0
1052.0,Cafe/snack,Coimbra,Só artigos alimentares,Todas as semanas,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,5.0,6.0,6.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1053.0,Restaurante,Coimbra,Só artigos alimentares,Todas as semanas,7.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,7.0,6.0,6.0,7.0,5.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0
1054.0,Restaurante,Coimbra,Só artigos alimentares,Todos os dias,7.0,7.0,7.0,6.0,5.0,6.0,7.0,6.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,4.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0
1055.0,Restaurante,Coimbra,Só artigos alimentares,Todos os dias,7.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0
1056.0,Restaurante,Coimbra,Só artigos alimentares,Todos os dias,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,4.0,4.0,5.0,6.0,6.0,4.0,5.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0
1057.0,Restaurante,Coimbra,Só artigos alimentares,Todas as semanas,7.0,7.0,7.0,6.0,5.0,7.0,7.0,7.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,5.0
1058.0,Restaurante,Coimbra,Só artigos alimentares,Todas as semanas,7.0,7.0,7.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0
1059.0,Restaurante,Coimbra,Só artigos alimentares,Todas as semanas,7.0,7.0,7.0,5.0,5.0,6.0,7.0,6.0,4.0,4.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,5.0,6.0,6.0,3.0,6.0,5.0,5.0,5.0,6.0
1060.0,Restaurante,Coimbra,Só artigos alimentares,Todas as semanas,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,4.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0
1061.0,Restaurante,Coimbra,Só artigos alimentares,Todos os dias,7.0,7.0,7.0,6.0,5.0,7.0,7.0,6.0,6.0,6.0,6.0,4.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0
1062.0,Restaurante,Coimbra,Só artigos alimentares,Todos os dias,6.0,6.0,6.0,5.0,4.0,5.0,6.0,5.0,4.0,4.0,5.0,5.0,3.0,6.0,6.0,4.0,6.0,6.0,5.0,6.0,5.0,5.0,3.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1063.0,Restaurante,Coimbra,Só artigos alimentares,Todas as semanas,7.0,7.0,7.0,6.0,4.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,4.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0
1064.0,Restaurante,Coimbra,Só artigos alimentares,Todos os dias,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,2.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0
1065.0,Restaurante,Coimbra,Só artigos alimentares,Todas as semanas,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,4.0,5.0,5.0,4.0,6.0,6.0,6.0,6.0,6.0,5.0,2.0,2.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1066.0,Restaurante,Coimbra,Só artigos alimentares,Todas as semanas,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,5.0,5.0,5.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1067.0,Restaurante,Coimbra,Só artigos alimentares,Todos os dias,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1068.0,Restaurante,Coimbra,Só artigos alimentares,Todas as semanas,7.0,7.0,7.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,7.0,5.0,5.0,5.0,7.0,4.0,6.0,7.0,7.0,6.0,6.0
1069.0,Restaurante,Coimbra,Só artigos alimentares,Todos os dias,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,6.0,6.0,6.0,4.0,3.0,5.0,2.0,2.0,,7.0,7.0,7.0,5.0,7.0,6.0,6.0
1070.0,Restaurante,Coimbra,Só artigos alimentares,Todas as semanas,5.0,6.0,6.0,6.0,6.0,3.0,5.0,6.0,3.0,3.0,6.0,6.0,5.0,6.0,6.0,3.0,3.0,3.0,4.0,4.0,5.0,6.0,2.0,6.0,5.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0
1071.0,Restaurante,Coimbra,Só artigos alimentares,Todos os dias,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,5.0,4.0,6.0,6.0,6.0,3.0,6.0,6.0,,2.0,6.0,6.0,6.0,6.0,7.0,4.0,6.0,6.0,6.0,6.0,6.0
1072.0,Restaurante,Coimbra,Só artigos alimentares,Todas as semanas,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,2.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,5.0,7.0,4.0,7.0,7.0,6.0,6.0,6.0
1073.0,Restaurante,Coimbra,Só artigos alimentares,Todas as semanas,7.0,7.0,7.0,7.0,7.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,6.0,7.0,4.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1074.0,Restaurante,Coimbra,Só artigos alimentares,Todos os dias,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1075.0,Restaurante,Coimbra,Só artigos alimentares,Todos os meses,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1076.0,Restaurante,Coimbra,Ambos,Todas as semanas,7.0,7.0,7.0,7.0,7.0,5.0,6.0,6.0,,4.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,4.0,5.0,5.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,5.0
1077.0,Restaurante,Coimbra,Só artigos alimentares,Todas as semanas,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1078.0,Restaurante,Coimbra,Só artigos alimentares,Todos os dias,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,5.0,5.0,2.0,5.0,5.0,2.0,6.0,6.0,7.0,6.0,2.0,6.0,2.0,6.0,6.0,7.0,1.0,5.0,5.0,6.0,5.0,5.0
1079.0,Retalho não-alimentar,Coimbra,Só artigos alimentares,Todos os meses,7.0,7.0,7.0,6.0,5.0,6.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,2.0,6.0,6.0,5.0,6.0,6.0,6.0,2.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1080.0,Retalho não-alimentar,Coimbra,Ambos,Todas as semanas,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,3.0,6.0,6.0,6.0,5.0,5.0,6.0,3.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0
1081.0,Retalho não-alimentar,Coimbra,Ambos,Todas as semanas,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,6.0,4.0,5.0,6.0,6.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,2.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0
1082.0,Cafe/snack,Coimbra,Só artigos não-alimentares,Raramente,7.0,7.0,7.0,5.0,7.0,7.0,6.0,6.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,6.0,6.0,6.0,6.0,4.0,6.0,5.0,2.0,6.0,6.0,4.0,3.0,6.0,6.0,3.0,5.0
1083.0,Retalho não-alimentar,Coimbra,Só artigos alimentares,Todas as semanas,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,2.0,2.0,6.0,6.0,4.0,4.0,4.0,5.0,6.0,6.0,5.0,5.0,2.0,6.0,4.0,2.0,3.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0
1084.0,Retalho não-alimentar,Coimbra,Ambos,Todas as semanas,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,7.0,7.0,6.0,5.0,6.0,5.0,7.0,5.0,7.0,7.0,7.0,5.0,7.0,7.0,,7.0,7.0,7.0,7.0,7.0
1085.0,Retalho não-alimentar,Coimbra,Ambos,Todas as semanas,7.0,7.0,7.0,7.0,5.0,5.0,7.0,7.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,2.0,6.0,6.0,5.0,5.0,6.0,4.0,5.0,2.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0
1086.0,Retalho não-alimentar,Coimbra,Só artigos não-alimentares,Todos os meses,7.0,7.0,7.0,4.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,4.0,5.0,6.0,4.0,3.0,4.0,6.0,5.0,4.0
1087.0,Outros,Coimbra,Só artigos alimentares,Todos os meses,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,2.0,6.0,6.0,6.0,4.0,6.0,6.0,2.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1088.0,Outros,Coimbra,Só artigos alimentares,Todos os meses,5.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,3.0,4.0,6.0,6.0,3.0,6.0,6.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1089.0,Outros,Coimbra,Só artigos alimentares,Todos os dias,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,4.0,6.0,6.0,2.0,4.0,5.0,7.0,4.0,6.0,6.0,7.0,7.0,6.0
1090.0,Outros,Coimbra,Só artigos não-alimentares,Todos os meses,5.0,6.0,6.0,6.0,4.0,4.0,4.0,5.0,6.0,6.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,5.0,6.0,6.0,4.0,6.0,2.0,3.0,5.0,6.0,6.0,6.0,6.0,6.0,3.0,5.0
1091.0,Outros,Coimbra,Só artigos alimentares,Todas as semanas,7.0,7.0,7.0,5.0,6.0,7.0,7.0,7.0,4.0,4.0,6.0,6.0,5.0,6.0,6.0,4.0,3.0,2.0,6.0,3.0,5.0,6.0,2.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1092.0,Outros,Coimbra,Ambos,Todas as semanas,7.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0,6.0,3.0,5.0,4.0,6.0,6.0,6.0,6.0,1.0,3.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1093.0,Outros,Coimbra,Só artigos não-alimentares,Todos os dias,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,4.0,3.0,3.0,2.0,,4.0,4.0,3.0,5.0,6.0,6.0,6.0,4.0,4.0,3.0,5.0,5.0,6.0,4.0,3.0,6.0,6.0,4.0,5.0
1094.0,Outros,Coimbra,Só artigos alimentares,Todos os meses,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,4.0,6.0,4.0,6.0,6.0,6.0,6.0,5.0,6.0,4.0,4.0,6.0,6.0,6.0,6.0
1095.0,Outros,Coimbra,Só artigos alimentares,Todas as semanas,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,5.0,6.0,6.0,4.0,5.0,6.0,6.0,6.0,6.0
1096.0,Retalho alimentar,Coimbra,Ambos,Todas as semanas,6.0,7.0,7.0,6.0,4.0,6.0,6.0,6.0,3.0,3.0,6.0,4.0,3.0,6.0,6.0,2.0,3.0,2.0,6.0,5.0,5.0,6.0,2.0,5.0,5.0,5.0,5.0,5.0,6.0,4.0,5.0,5.0
1097.0,Retalho alimentar,Coimbra,Ambos,Todos os meses,2.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1098.0,Retalho alimentar,Coimbra,Só artigos alimentares,Todas as semanas,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,3.0,4.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0,4.0,6.0,2.0,6.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1099.0,Retalho alimentar,Coimbra,Só artigos alimentares,Todas as semanas,7.0,7.0,7.0,6.0,6.0,6.0,2.0,3.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,4.0,2.0,2.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0
1100.0,Retalho alimentar,Coimbra,Só artigos alimentares,Todos os meses,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,7.0,7.0,7.0,7.0,7.0,3.0,7.0,7.0,7.0,7.0,2.0,7.0,4.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
1101.0,Retalho alimentar,Coimbra,Só artigos alimentares,Todas as semanas,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,3.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1102.0,Retalho alimentar,Coimbra,Só artigos alimentares,Todos os meses,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,2.0,6.0,6.0,6.0,4.0,,6.0,6.0,4.0,5.0,6.0,6.0,6.0,5.0,4.0,5.0,5.0
1103.0,Retalho alimentar,Coimbra,Ambos,Todas as semanas,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0
1104.0,Retalho alimentar,Coimbra,Só artigos alimentares,Todas as semanas,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,3.0,4.0,4.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,5.0,6.0,6.0,3.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1105.0,Retalho alimentar,Coimbra,Só artigos alimentares,Todas as semanas,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,3.0,4.0,3.0,3.0,4.0,6.0,6.0,3.0,6.0,2.0,6.0,6.0,4.0,3.0,2.0,6.0,6.0,5.0,4.0,2.0,6.0,6.0,6.0,5.0
1106.0,Retalho alimentar,Coimbra,Só artigos alimentares,Todas as semanas,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,4.0,3.0,3.0,4.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,4.0,6.0,2.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1107.0,Restaurante,Coimbra,Só artigos alimentares,Todos os dias,5.0,5.0,7.0,4.0,4.0,5.0,6.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,3.0,5.0,4.0,6.0,6.0,4.0,6.0,3.0,5.0,4.0,5.0,6.0,6.0,5.0,4.0,4.0,5.0
1108.0,Retalho alimentar,Coimbra,Ambos,Todos os meses,6.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,4.0,4.0,3.0,3.0,6.0,6.0,6.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,5.0,5.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0
1109.0,Retalho alimentar,Coimbra,Ambos,Todos os meses,5.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,2.0,3.0,2.0,2.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,4.0,2.0,6.0,2.0,5.0,5.0,6.0,4.0,5.0,6.0,6.0,6.0,5.0
1110.0,Retalho alimentar,Coimbra,Só artigos alimentares,Todos os meses,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1111.0,Retalho alimentar,Coimbra,Só artigos alimentares,Todos os meses,7.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,3.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,3.0,6.0,5.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0
1112.0,Retalho alimentar,Coimbra,Ambos,,7.0,7.0,7.0,6.0,4.0,5.0,3.0,6.0,3.0,3.0,3.0,3.0,3.0,6.0,6.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1113.0,Cafe/snack,Coimbra,Só artigos não-alimentares,Todas as semanas,7.0,7.0,7.0,5.0,6.0,6.0,6.0,6.0,4.0,5.0,4.0,4.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,5.0,6.0,2.0,4.0,5.0,6.0,6.0,6.0,4.0,4.0,5.0,6.0
1114.0,Retalho alimentar,Coimbra,Só artigos alimentares,Todos os dias,7.0,7.0,7.0,3.0,3.0,6.0,6.0,3.0,4.0,4.0,6.0,6.0,2.0,6.0,6.0,2.0,4.0,3.0,7.0,5.0,6.0,6.0,2.0,5.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1115.0,Retalho alimentar,Coimbra,Só artigos alimentares,Todas as semanas,7.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,7.0,6.0,6.0,6.0,3.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0
1116.0,Retalho alimentar,Coimbra,Ambos,Todas as semanas,7.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,3.0,5.0,5.0,2.0,6.0,6.0,6.0,5.0,5.0,6.0,2.0,6.0,5.0,7.0,7.0,7.0,5.0,5.0,6.0,6.0
1117.0,Retalho alimentar,Coimbra,Só artigos alimentares,Todos os dias,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
1118.0,Cafe/snack,Coimbra,Só artigos alimentares,Todas as semanas,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,6.0,6.0,5.0,6.0,6.0,4.0,2.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0
